mode,metric,k,l,d,alpha,index,real,pred,error
weighted_inv,l1,7,48,3,0.500000,3488,0.561220,0.491217,0.070002
weighted_inv,l1,7,48,3,0.500000,3489,0.532402,0.473339,0.059063
weighted_inv,l1,7,48,3,0.500000,3490,0.506955,0.457625,0.049330
weighted_inv,l1,7,48,3,0.500000,3491,0.484767,0.443319,0.041447
weighted_inv,l1,7,48,3,0.500000,3492,0.465557,0.426921,0.038636
weighted_inv,l1,7,48,3,0.500000,3493,0.449045,0.417885,0.031160
weighted_inv,l1,7,48,3,0.500000,3494,0.434951,0.410365,0.024586
weighted_inv,l1,7,48,3,0.500000,3495,0.422996,0.404586,0.018409
weighted_inv,l1,7,48,3,0.500000,3496,0.412898,0.399306,0.013591
weighted_inv,l1,7,48,3,0.500000,3497,0.404377,0.398114,0.006263
weighted_inv,l1,7,48,3,0.500000,3498,0.397154,0.395320,0.001835
weighted_inv,l1,7,48,3,0.500000,3499,0.390949,0.393384,0.002435
weighted_inv,l1,7,48,3,0.500000,3500,0.385510,0.389739,0.004229
weighted_inv,l1,7,48,3,0.500000,3501,0.380709,0.389085,0.008376
weighted_inv,l1,7,48,3,0.500000,3502,0.376446,0.392961,0.016515
weighted_inv,l1,7,48,3,0.500000,3503,0.372623,0.391715,0.019092
weighted_inv,l1,7,48,3,0.500000,3504,0.369139,0.390444,0.021305
weighted_inv,l1,7,48,3,0.500000,3505,0.365895,0.389026,0.023132
weighted_inv,l1,7,48,3,0.500000,3506,0.362791,0.386181,0.023390
weighted_inv,l1,7,48,3,0.500000,3507,0.359730,0.383548,0.023818
weighted_inv,l1,7,48,3,0.500000,3508,0.356610,0.380434,0.023824
weighted_inv,l1,7,48,3,0.500000,3509,0.353334,0.376808,0.023475
weighted_inv,l1,7,48,3,0.500000,3510,0.349842,0.370195,0.020353
weighted_inv,l1,7,48,3,0.500000,3511,0.346240,0.366004,0.019764
weighted_inv,l1,7,48,3,0.500000,3512,0.342678,0.361768,0.019090
weighted_inv,l1,7,48,3,0.500000,3513,0.339301,0.357676,0.018375
weighted_inv,l1,7,48,3,0.500000,3514,0.336257,0.353891,0.017634
weighted_inv,l1,7,48,3,0.500000,3515,0.333694,0.350537,0.016842
weighted_inv,l1,7,48,3,0.500000,3516,0.331760,0.347684,0.015924
weighted_inv,l1,7,48,3,0.500000,3517,0.330602,0.345359,0.014757
weighted_inv,l1,7,48,3,0.500000,3518,0.330366,0.343533,0.013166
weighted_inv,l1,7,48,3,0.500000,3519,0.331202,0.342184,0.010982
weighted_inv,l1,7,48,3,0.500000,3520,0.333285,0.341335,0.008049
weighted_inv,l1,7,48,3,0.500000,3521,0.336913,0.327959,0.008954
weighted_inv,l1,7,48,3,0.500000,3522,0.342412,0.326933,0.015479
weighted_inv,l1,7,48,3,0.500000,3523,0.350107,0.326983,0.023124
weighted_inv,l1,7,48,3,0.500000,3524,0.360325,0.329537,0.030788
weighted_inv,l1,7,48,3,0.500000,3525,0.373391,0.332694,0.040697
weighted_inv,l1,7,48,3,0.500000,3526,0.389633,0.337682,0.051951
weighted_inv,l1,7,48,3,0.500000,3527,0.409376,0.344777,0.064599
weighted_inv,l1,7,48,3,0.500000,3528,0.432946,0.353975,0.078971
weighted_inv,l1,7,48,3,0.500000,3529,0.460669,0.367203,0.093466
weighted_inv,l1,7,48,3,0.500000,3530,0.492670,0.385889,0.106781
weighted_inv,l1,7,48,3,0.500000,3531,0.528268,0.406572,0.121697
weighted_inv,l1,7,48,3,0.500000,3532,0.566582,0.421241,0.145341
weighted_inv,l1,7,48,3,0.500000,3533,0.606729,0.446980,0.159748
weighted_inv,l1,7,48,3,0.500000,3534,0.647826,0.475746,0.172080
weighted_inv,l1,7,48,3,0.500000,3535,0.688992,0.502116,0.186876
weighted_inv,l1,7,48,3,0.500000,3536,0.729344,0.534165,0.195180
weighted_inv,l1,7,48,3,0.500000,3537,0.768001,0.568196,0.199806
weighted_inv,l1,7,48,3,0.500000,3538,0.804081,0.603979,0.200101
weighted_inv,l1,7,48,3,0.500000,3539,0.836700,0.640951,0.195749
weighted_inv,l1,7,48,3,0.500000,3540,0.865177,0.678343,0.186834
weighted_inv,l1,7,48,3,0.500000,3541,0.889630,0.715342,0.174287
weighted_inv,l1,7,48,3,0.500000,3542,0.910375,0.751157,0.159219
weighted_inv,l1,7,48,3,0.500000,3543,0.927732,0.785212,0.142520
weighted_inv,l1,7,48,3,0.500000,3544,0.942017,0.805933,0.136084
weighted_inv,l1,7,48,3,0.500000,3545,0.953548,0.862877,0.090671
weighted_inv,l1,7,48,3,0.500000,3546,0.962643,0.890145,0.072498
weighted_inv,l1,7,48,3,0.500000,3547,0.969619,0.912194,0.057425
weighted_inv,l1,7,48,3,0.500000,3548,0.974794,0.930624,0.044169
weighted_inv,l1,7,48,3,0.500000,3549,0.978485,0.938527,0.039958
weighted_inv,l1,7,48,3,0.500000,3550,0.980981,0.950644,0.030337
weighted_inv,l1,7,48,3,0.500000,3551,0.982452,0.960377,0.022075
weighted_inv,l1,7,48,3,0.500000,3552,0.983038,0.967205,0.015833
weighted_inv,l1,7,48,3,0.500000,3553,0.982881,0.972429,0.010452
weighted_inv,l1,7,48,3,0.500000,3554,0.982120,0.975540,0.006580
weighted_inv,l1,7,48,3,0.500000,3555,0.980897,0.977102,0.003795
weighted_inv,l1,7,48,3,0.500000,3556,0.979352,0.978131,0.001221
weighted_inv,l1,7,48,3,0.500000,3557,0.977627,0.977748,0.000121
weighted_inv,l1,7,48,3,0.500000,3558,0.975860,0.976842,0.000981
weighted_inv,l1,7,48,3,0.500000,3559,0.974195,0.975433,0.001239
weighted_inv,l1,7,48,3,0.500000,3560,0.972747,0.974270,0.001524
weighted_inv,l1,7,48,3,0.500000,3561,0.971541,0.973096,0.001555
weighted_inv,l1,7,48,3,0.500000,3562,0.970577,0.971949,0.001371
weighted_inv,l1,7,48,3,0.500000,3563,0.969858,0.970862,0.001004
weighted_inv,l1,7,48,3,0.500000,3564,0.969384,0.969865,0.000481
weighted_inv,l1,7,48,3,0.500000,3565,0.969156,0.968986,0.000170
weighted_inv,l1,7,48,3,0.500000,3566,0.969174,0.968254,0.000920
weighted_inv,l1,7,48,3,0.500000,3567,0.969441,0.967701,0.001740
weighted_inv,l1,7,48,3,0.500000,3568,0.969956,0.968310,0.001646
weighted_inv,l1,7,48,3,0.500000,3569,0.970721,0.968333,0.002387
weighted_inv,l1,7,48,3,0.500000,3570,0.971718,0.968567,0.003151
weighted_inv,l1,7,48,3,0.500000,3571,0.972854,0.968960,0.003894
weighted_inv,l1,7,48,3,0.500000,3572,0.974018,0.969444,0.004574
weighted_inv,l1,7,48,3,0.500000,3573,0.975099,0.969943,0.005155
weighted_inv,l1,7,48,3,0.500000,3574,0.975984,0.969798,0.006186
weighted_inv,l1,7,48,3,0.500000,3575,0.976564,0.969897,0.006667
weighted_inv,l1,7,48,3,0.500000,3576,0.976726,0.969770,0.006956
weighted_inv,l1,7,48,3,0.500000,3577,0.976359,0.969347,0.007012
weighted_inv,l1,7,48,3,0.500000,3578,0.975351,0.969370,0.005980
weighted_inv,l1,7,48,3,0.500000,3579,0.973591,0.967574,0.006017
weighted_inv,l1,7,48,3,0.500000,3580,0.970944,0.965878,0.005065
weighted_inv,l1,7,48,3,0.500000,3581,0.967174,0.963597,0.003577
weighted_inv,l1,7,48,3,0.500000,3582,0.962024,0.961729,0.000295
weighted_inv,l1,7,48,3,0.500000,3583,0.955234,0.958059,0.002825
weighted_inv,l1,7,48,3,0.500000,3584,0.946546,0.953546,0.007000
weighted_inv,l1,7,48,3,0.500000,3585,0.935702,0.948145,0.012443
weighted_inv,l1,7,48,3,0.500000,3586,0.922441,0.941769,0.019328
weighted_inv,l1,7,48,3,0.500000,3587,0.906507,0.932018,0.025511
weighted_inv,l1,7,48,3,0.500000,3588,0.887639,0.922283,0.034644
weighted_inv,l1,7,48,3,0.500000,3589,0.865580,0.910639,0.045059
weighted_inv,l1,7,48,3,0.500000,3590,0.840222,0.897020,0.056797
weighted_inv,l1,7,48,3,0.500000,3591,0.812067,0.881477,0.069411
weighted_inv,l1,7,48,3,0.500000,3592,0.781766,0.867474,0.085708
weighted_inv,l1,7,48,3,0.500000,3593,0.749973,0.816684,0.066711
weighted_inv,l1,7,48,3,0.500000,3594,0.717341,0.789022,0.071681
weighted_inv,l1,7,48,3,0.500000,3595,0.684521,0.795772,0.111251
weighted_inv,l1,7,48,3,0.500000,3596,0.652167,0.769789,0.117622
weighted_inv,l1,7,48,3,0.500000,3597,0.620931,0.741605,0.120675
weighted_inv,l1,7,48,3,0.500000,3598,0.591466,0.670669,0.079203
weighted_inv,l1,7,48,3,0.500000,3599,0.564425,0.648802,0.084377
weighted_inv,l1,7,48,3,0.500000,3600,0.540314,0.583540,0.043225
weighted_inv,l1,7,48,3,0.500000,3601,0.519060,0.544880,0.025820
weighted_inv,l1,7,48,3,0.500000,3602,0.500442,0.524452,0.024010
weighted_inv,l1,7,48,3,0.500000,3603,0.484240,0.506585,0.022345
weighted_inv,l1,7,48,3,0.500000,3604,0.470234,0.492599,0.022365
weighted_inv,l1,7,48,3,0.500000,3605,0.458203,0.478904,0.020701
weighted_inv,l1,7,48,3,0.500000,3606,0.447928,0.465853,0.017925
weighted_inv,l1,7,48,3,0.500000,3607,0.439189,0.454464,0.015275
weighted_inv,l1,7,48,3,0.500000,3608,0.431765,0.447057,0.015292
weighted_inv,l1,7,48,3,0.500000,3609,0.425436,0.438075,0.012639
weighted_inv,l1,7,48,3,0.500000,3610,0.420003,0.430226,0.010224
weighted_inv,l1,7,48,3,0.500000,3611,0.415342,0.423392,0.008050
weighted_inv,l1,7,48,3,0.500000,3612,0.411352,0.417864,0.006511
weighted_inv,l1,7,48,3,0.500000,3613,0.407932,0.412682,0.004750
weighted_inv,l1,7,48,3,0.500000,3614,0.404979,0.408211,0.003232
weighted_inv,l1,7,48,3,0.500000,3615,0.402391,0.404315,0.001924
weighted_inv,l1,7,48,3,0.500000,3616,0.400065,0.402978,0.002912
weighted_inv,l1,7,48,3,0.500000,3617,0.397901,0.399759,0.001858
weighted_inv,l1,7,48,3,0.500000,3618,0.395796,0.396706,0.000911
weighted_inv,l1,7,48,3,0.500000,3619,0.393647,0.393703,0.000056
weighted_inv,l1,7,48,3,0.500000,3620,0.391369,0.389233,0.002136
weighted_inv,l1,7,48,3,0.500000,3621,0.388940,0.387287,0.001653
weighted_inv,l1,7,48,3,0.500000,3622,0.386353,0.384081,0.002272
weighted_inv,l1,7,48,3,0.500000,3623,0.383601,0.380734,0.002867
weighted_inv,l1,7,48,3,0.500000,3624,0.380678,0.377247,0.003431
weighted_inv,l1,7,48,3,0.500000,3625,0.377578,0.373618,0.003960
weighted_inv,l1,7,48,3,0.500000,3626,0.374294,0.369848,0.004446
weighted_inv,l1,7,48,3,0.500000,3627,0.370819,0.365939,0.004881
weighted_inv,l1,7,48,3,0.500000,3628,0.367148,0.361896,0.005252
weighted_inv,l1,7,48,3,0.500000,3629,0.363274,0.357727,0.005547
weighted_inv,l1,7,48,3,0.500000,3630,0.359204,0.353468,0.005736
weighted_inv,l1,7,48,3,0.500000,3631,0.355004,0.349194,0.005810
weighted_inv,l1,7,48,3,0.500000,3632,0.350755,0.344986,0.005769
weighted_inv,l1,7,48,3,0.500000,3633,0.346535,0.340925,0.005610
weighted_inv,l1,7,48,3,0.500000,3634,0.342426,0.337089,0.005337
weighted_inv,l1,7,48,3,0.500000,3635,0.338506,0.333551,0.004955
weighted_inv,l1,7,48,3,0.500000,3636,0.334857,0.330392,0.004465
weighted_inv,l1,7,48,3,0.500000,3637,0.331557,0.327689,0.003867
weighted_inv,l1,7,48,3,0.500000,3638,0.328686,0.325532,0.003155
weighted_inv,l1,7,48,3,0.500000,3639,0.326326,0.324018,0.002307
weighted_inv,l1,7,48,3,0.500000,3640,0.324582,0.323243,0.001339
weighted_inv,l1,7,48,3,0.500000,3641,0.323671,0.323378,0.000292
weighted_inv,l1,7,48,3,0.500000,3642,0.323836,0.324652,0.000815
weighted_inv,l1,7,48,3,0.500000,3643,0.325322,0.327289,0.001967
weighted_inv,l1,7,48,3,0.500000,3644,0.328371,0.331512,0.003141
weighted_inv,l1,7,48,3,0.500000,3645,0.333228,0.336998,0.003770
weighted_inv,l1,7,48,3,0.500000,3646,0.340134,0.344942,0.004807
weighted_inv,l1,7,48,3,0.500000,3647,0.349335,0.355224,0.005888
weighted_inv,l1,7,48,3,0.500000,3648,0.361074,0.368123,0.007049
weighted_inv,l1,7,48,3,0.500000,3649,0.375594,0.381217,0.005623
weighted_inv,l1,7,48,3,0.500000,3650,0.393048,0.401185,0.008137
weighted_inv,l1,7,48,3,0.500000,3651,0.413231,0.422357,0.009126
weighted_inv,l1,7,48,3,0.500000,3652,0.435845,0.440633,0.004788
weighted_inv,l1,7,48,3,0.500000,3653,0.460594,0.465806,0.005212
weighted_inv,l1,7,48,3,0.500000,3654,0.487182,0.492715,0.005533
weighted_inv,l1,7,48,3,0.500000,3655,0.515312,0.521041,0.005729
weighted_inv,l1,7,48,3,0.500000,3656,0.544688,0.552489,0.007801
weighted_inv,l1,7,48,3,0.500000,3657,0.575012,0.582799,0.007786
weighted_inv,l1,7,48,3,0.500000,3658,0.605990,0.613583,0.007594
weighted_inv,l1,7,48,3,0.500000,3659,0.637323,0.644537,0.007214
weighted_inv,l1,7,48,3,0.500000,3660,0.668716,0.675368,0.006652
weighted_inv,l1,7,48,3,0.500000,3661,0.699878,0.705819,0.005942
weighted_inv,l1,7,48,3,0.500000,3662,0.730515,0.735657,0.005141
weighted_inv,l1,7,48,3,0.500000,3663,0.760337,0.763794,0.003457
weighted_inv,l1,7,48,3,0.500000,3664,0.789052,0.791756,0.002704
weighted_inv,l1,7,48,3,0.500000,3665,0.816367,0.818360,0.001993
weighted_inv,l1,7,48,3,0.500000,3666,0.841992,0.842541,0.000549
weighted_inv,l1,7,48,3,0.500000,3667,0.865634,0.864859,0.000775
weighted_inv,l1,7,48,3,0.500000,3668,0.887002,0.885956,0.001046
weighted_inv,l1,7,48,3,0.500000,3669,0.905804,0.904645,0.001159
weighted_inv,l1,7,48,3,0.500000,3670,0.921836,0.920717,0.001119
weighted_inv,l1,7,48,3,0.500000,3671,0.935243,0.934246,0.000997
weighted_inv,l1,7,48,3,0.500000,3672,0.946259,0.945416,0.000843
weighted_inv,l1,7,48,3,0.500000,3673,0.955116,0.954445,0.000671
weighted_inv,l1,7,48,3,0.500000,3674,0.962048,0.961563,0.000486
weighted_inv,l1,7,48,3,0.500000,3675,0.967288,0.966559,0.000729
weighted_inv,l1,7,48,3,0.500000,3676,0.971069,0.970657,0.000411
weighted_inv,l1,7,48,3,0.500000,3677,0.973623,0.973116,0.000507
weighted_inv,l1,7,48,3,0.500000,3678,0.975184,0.974971,0.000214
weighted_inv,l1,7,48,3,0.500000,3679,0.975986,0.976046,0.000060
weighted_inv,l1,7,48,3,0.500000,3680,0.976234,0.976602,0.000368
weighted_inv,l1,7,48,3,0.500000,3681,0.976032,0.976652,0.000620
weighted_inv,l1,7,48,3,0.500000,3682,0.975456,0.976294,0.000838
weighted_inv,l1,7,48,3,0.500000,3683,0.974583,0.975608,0.001025
weighted_inv,l1,7,48,3,0.500000,3684,0.973490,0.974699,0.001209
weighted_inv,l1,7,48,3,0.500000,3685,0.972254,0.973565,0.001312
weighted_inv,l1,7,48,3,0.500000,3686,0.970950,0.972299,0.001349
weighted_inv,l1,7,48,3,0.500000,3687,0.969656,0.970965,0.001309
weighted_inv,l1,7,48,3,0.500000,3688,0.968448,0.969630,0.001182
weighted_inv,l1,7,48,3,0.500000,3689,0.967403,0.968746,0.001342
weighted_inv,l1,7,48,3,0.500000,3690,0.966585,0.967669,0.001084
weighted_inv,l1,7,48,3,0.500000,3691,0.966003,0.966731,0.000728
weighted_inv,l1,7,48,3,0.500000,3692,0.965655,0.965967,0.000312
weighted_inv,l1,7,48,3,0.500000,3693,0.965539,0.965362,0.000177
weighted_inv,l1,7,48,3,0.500000,3694,0.965651,0.964897,0.000753
weighted_inv,l1,7,48,3,0.500000,3695,0.965988,0.964550,0.001438
weighted_inv,l1,7,48,3,0.500000,3696,0.966549,0.964284,0.002264
weighted_inv,l1,7,48,3,0.500000,3697,0.967329,0.964106,0.003223
weighted_inv,l1,7,48,3,0.500000,3698,0.968327,0.963974,0.004353
weighted_inv,l1,7,48,3,0.500000,3699,0.969539,0.963860,0.005679
weighted_inv,l1,7,48,3,0.500000,3700,0.970946,0.963756,0.007190
weighted_inv,l1,7,48,3,0.500000,3701,0.972457,0.963622,0.008835
weighted_inv,l1,7,48,3,0.500000,3702,0.973964,0.963409,0.010555
weighted_inv,l1,7,48,3,0.500000,3703,0.975361,0.963064,0.012297
weighted_inv,l1,7,48,3,0.500000,3704,0.976539,0.962518,0.014022
weighted_inv,l1,7,48,3,0.500000,3705,0.977392,0.962871,0.014521
weighted_inv,l1,7,48,3,0.500000,3706,0.977811,0.962271,0.015541
weighted_inv,l1,7,48,3,0.500000,3707,0.977690,0.961319,0.016371
weighted_inv,l1,7,48,3,0.500000,3708,0.976920,0.959930,0.016991
weighted_inv,l1,7,48,3,0.500000,3709,0.975394,0.958010,0.017385
weighted_inv,l1,7,48,3,0.500000,3710,0.972978,0.956992,0.015985
weighted_inv,l1,7,48,3,0.500000,3711,0.969423,0.960313,0.009110
weighted_inv,l1,7,48,3,0.500000,3712,0.964456,0.957871,0.006586
weighted_inv,l1,7,48,3,0.500000,3713,0.957803,0.952176,0.005627
weighted_inv,l1,7,48,3,0.500000,3714,0.949189,0.947545,0.001644
weighted_inv,l1,7,48,3,0.500000,3715,0.938341,0.942278,0.003937
weighted_inv,l1,7,48,3,0.500000,3716,0.924982,0.949035,0.024053
weighted_inv,l1,7,48,3,0.500000,3717,0.908840,0.938285,0.029445
weighted_inv,l1,7,48,3,0.500000,3718,0.889639,0.953156,0.063517
weighted_inv,l1,7,48,3,0.500000,3719,0.867107,0.945314,0.078207
weighted_inv,l1,7,48,3,0.500000,3720,0.841128,0.938647,0.097519
weighted_inv,l1,7,48,3,0.500000,3721,0.812232,0.927040,0.114808
weighted_inv,l1,7,48,3,0.500000,3722,0.781112,0.909954,0.128842
weighted_inv,l1,7,48,3,0.500000,3723,0.748458,0.913859,0.165401
weighted_inv,l1,7,48,3,0.500000,3724,0.714959,0.889791,0.174832
weighted_inv,l1,7,48,3,0.500000,3725,0.681308,0.900776,0.219468
weighted_inv,l1,7,48,3,0.500000,3726,0.648196,0.884253,0.236058
weighted_inv,l1,7,48,3,0.500000,3727,0.616312,0.864739,0.248427
weighted_inv,l1,7,48,3,0.500000,3728,0.586347,0.829247,0.242899
weighted_inv,l1,7,48,3,0.500000,3729,0.558994,0.756618,0.197624
weighted_inv,l1,7,48,3,0.500000,3730,0.534784,0.657682,0.122898
weighted_inv,l1,7,48,3,0.500000,3731,0.513617,0.636905,0.123288
weighted_inv,l1,7,48,3,0.500000,3732,0.495235,0.584003,0.088769
weighted_inv,l1,7,48,3,0.500000,3733,0.479379,0.551971,0.072591
weighted_inv,l1,7,48,3,0.500000,3734,0.465793,0.539308,0.073515
weighted_inv,l1,7,48,3,0.500000,3735,0.454217,0.515615,0.061399
weighted_inv,l1,7,48,3,0.500000,3736,0.444392,0.497536,0.053144
weighted_inv,l1,7,48,3,0.500000,3737,0.436062,0.473477,0.037415
weighted_inv,l1,7,48,3,0.500000,3738,0.428968,0.457754,0.028786
weighted_inv,l1,7,48,3,0.500000,3739,0.422851,0.443795,0.020944
weighted_inv,l1,7,48,3,0.500000,3740,0.417480,0.431617,0.014137
weighted_inv,l1,7,48,3,0.500000,3741,0.412733,0.422891,0.010158
weighted_inv,l1,7,48,3,0.500000,3742,0.408513,0.414207,0.005694
weighted_inv,l1,7,48,3,0.500000,3743,0.404723,0.408642,0.003919
weighted_inv,l1,7,48,3,0.500000,3744,0.401268,0.402320,0.001052
weighted_inv,l1,7,48,3,0.500000,3745,0.398051,0.396992,0.001060
weighted_inv,l1,7,48,3,0.500000,3746,0.394977,0.393032,0.001945
weighted_inv,l1,7,48,3,0.500000,3747,0.391949,0.391920,0.000029
weighted_inv,l1,7,48,3,0.500000,3748,0.388870,0.389417,0.000546
weighted_inv,l1,7,48,3,0.500000,3749,0.385646,0.387410,0.001764
weighted_inv,l1,7,48,3,0.500000,3750,0.382213,0.384855,0.002642
weighted_inv,l1,7,48,3,0.500000,3751,0.378644,0.384537,0.005893
weighted_inv,l1,7,48,3,0.500000,3752,0.375045,0.384795,0.009750
weighted_inv,l1,7,48,3,0.500000,3753,0.371524,0.383856,0.012332
weighted_inv,l1,7,48,3,0.500000,3754,0.368186,0.382928,0.014742
weighted_inv,l1,7,48,3,0.500000,3755,0.365139,0.381767,0.016628
weighted_inv,l1,7,48,3,0.500000,3756,0.362488,0.380465,0.017977
weighted_inv,l1,7,48,3,0.500000,3757,0.360340,0.378853,0.018513
weighted_inv,l1,7,48,3,0.500000,3758,0.358802,0.376867,0.018065
weighted_inv,l1,7,48,3,0.500000,3759,0.357980,0.374309,0.016328
weighted_inv,l1,7,48,3,0.500000,3760,0.358009,0.371854,0.013845
weighted_inv,l1,7,48,3,0.500000,3761,0.359132,0.370608,0.011476
weighted_inv,l1,7,48,3,0.500000,3762,0.361624,0.368421,0.006797
weighted_inv,l1,7,48,3,0.500000,3763,0.365754,0.366295,0.000541
weighted_inv,l1,7,48,3,0.500000,3764,0.371797,0.364689,0.007108
weighted_inv,l1,7,48,3,0.500000,3765,0.380025,0.363859,0.016166
weighted_inv,l1,7,48,3,0.500000,3766,0.390709,0.364085,0.026624
weighted_inv,l1,7,48,3,0.500000,3767,0.404123,0.365499,0.038624
weighted_inv,l1,7,48,3,0.500000,3768,0.420539,0.375455,0.045083
weighted_inv,l1,7,48,3,0.500000,3769,0.440228,0.383222,0.057006
weighted_inv,l1,7,48,3,0.500000,3770,0.463328,0.392155,0.071173
weighted_inv,l1,7,48,3,0.500000,3771,0.489429,0.405327,0.084102
weighted_inv,l1,7,48,3,0.500000,3772,0.517988,0.437492,0.080496
weighted_inv,l1,7,48,3,0.500000,3773,0.548458,0.468378,0.080080
weighted_inv,l1,7,48,3,0.500000,3774,0.580296,0.497599,0.082697
weighted_inv,l1,7,48,3,0.500000,3775,0.612957,0.524441,0.088516
weighted_inv,l1,7,48,3,0.500000,3776,0.645895,0.555019,0.090877
weighted_inv,l1,7,48,3,0.500000,3777,0.678567,0.584649,0.093918
weighted_inv,l1,7,48,3,0.500000,3778,0.710427,0.633497,0.076930
weighted_inv,l1,7,48,3,0.500000,3779,0.740931,0.664596,0.076335
weighted_inv,l1,7,48,3,0.500000,3780,0.769623,0.695451,0.074172
weighted_inv,l1,7,48,3,0.500000,3781,0.796406,0.725654,0.070752
weighted_inv,l1,7,48,3,0.500000,3782,0.821272,0.754824,0.066448
weighted_inv,l1,7,48,3,0.500000,3783,0.844213,0.782687,0.061525
weighted_inv,l1,7,48,3,0.500000,3784,0.865220,0.809071,0.056149
weighted_inv,l1,7,48,3,0.500000,3785,0.884285,0.833813,0.050472
weighted_inv,l1,7,48,3,0.500000,3786,0.901401,0.856741,0.044659
weighted_inv,l1,7,48,3,0.500000,3787,0.916559,0.879391,0.037167
weighted_inv,l1,7,48,3,0.500000,3788,0.929751,0.900519,0.029232
weighted_inv,l1,7,48,3,0.500000,3789,0.940969,0.922890,0.018079
weighted_inv,l1,7,48,3,0.500000,3790,0.950236,0.943119,0.007117
weighted_inv,l1,7,48,3,0.500000,3791,0.957699,0.952848,0.004851
weighted_inv,l1,7,48,3,0.500000,3792,0.963538,0.960053,0.003485
weighted_inv,l1,7,48,3,0.500000,3793,0.967929,0.966411,0.001518
weighted_inv,l1,7,48,3,0.500000,3794,0.971052,0.970811,0.000241
weighted_inv,l1,7,48,3,0.500000,3795,0.973085,0.972841,0.000244
weighted_inv,l1,7,48,3,0.500000,3796,0.974206,0.974121,0.000085
weighted_inv,l1,7,48,3,0.500000,3797,0.974594,0.974136,0.000458
weighted_inv,l1,7,48,3,0.500000,3798,0.974427,0.974244,0.000184
weighted_inv,l1,7,48,3,0.500000,3799,0.973884,0.973768,0.000117
weighted_inv,l1,7,48,3,0.500000,3800,0.973121,0.973132,0.000012
weighted_inv,l1,7,48,3,0.500000,3801,0.972203,0.972401,0.000197
weighted_inv,l1,7,48,3,0.500000,3802,0.971177,0.971829,0.000652
weighted_inv,l1,7,48,3,0.500000,3803,0.970086,0.971013,0.000927
weighted_inv,l1,7,48,3,0.500000,3804,0.968975,0.970916,0.001941
weighted_inv,l1,7,48,3,0.500000,3805,0.967887,0.970265,0.002378
weighted_inv,l1,7,48,3,0.500000,3806,0.966868,0.969876,0.003008
weighted_inv,l1,7,48,3,0.500000,3807,0.965962,0.969566,0.003604
weighted_inv,l1,7,48,3,0.500000,3808,0.965213,0.969451,0.004238
weighted_inv,l1,7,48,3,0.500000,3809,0.964666,0.970140,0.005474
weighted_inv,l1,7,48,3,0.500000,3810,0.964356,0.970629,0.006273
weighted_inv,l1,7,48,3,0.500000,3811,0.964286,0.971153,0.006867
weighted_inv,l1,7,48,3,0.500000,3812,0.964448,0.971649,0.007202
weighted_inv,l1,7,48,3,0.500000,3813,0.964835,0.972090,0.007255
weighted_inv,l1,7,48,3,0.500000,3814,0.965441,0.972390,0.006949
weighted_inv,l1,7,48,3,0.500000,3815,0.966259,0.972402,0.006143
weighted_inv,l1,7,48,3,0.500000,3816,0.967282,0.972291,0.005009
weighted_inv,l1,7,48,3,0.500000,3817,0.968503,0.971813,0.003311
weighted_inv,l1,7,48,3,0.500000,3818,0.969915,0.970848,0.000933
weighted_inv,l1,7,48,3,0.500000,3819,0.971512,0.969217,0.002295
weighted_inv,l1,7,48,3,0.500000,3820,0.973265,0.966726,0.006540
weighted_inv,l1,7,48,3,0.500000,3821,0.975067,0.962576,0.012491
weighted_inv,l1,7,48,3,0.500000,3822,0.976786,0.958306,0.018480
weighted_inv,l1,7,48,3,0.500000,3823,0.978292,0.951492,0.026800
weighted_inv,l1,7,48,3,0.500000,3824,0.979457,0.944823,0.034634
weighted_inv,l1,7,48,3,0.500000,3825,0.980149,0.936769,0.043379
weighted_inv,l1,7,48,3,0.500000,3826,0.980238,0.927237,0.053001
weighted_inv,l1,7,48,3,0.500000,3827,0.979596,0.915691,0.063905
weighted_inv,l1,7,48,3,0.500000,3828,0.978091,0.908919,0.069173
weighted_inv,l1,7,48,3,0.500000,3829,0.975594,0.895889,0.079705
weighted_inv,l1,7,48,3,0.500000,3830,0.971947,0.882139,0.089808
weighted_inv,l1,7,48,3,0.500000,3831,0.966876,0.868017,0.098860
weighted_inv,l1,7,48,3,0.500000,3832,0.960082,0.853800,0.106282
weighted_inv,l1,7,48,3,0.500000,3833,0.951263,0.867687,0.083576
weighted_inv,l1,7,48,3,0.500000,3834,0.940118,0.852653,0.087465
weighted_inv,l1,7,48,3,0.500000,3835,0.926346,0.833891,0.092455
weighted_inv,l1,7,48,3,0.500000,3836,0.909647,0.819681,0.089966
weighted_inv,l1,7,48,3,0.500000,3837,0.889719,0.812163,0.077556
weighted_inv,l1,7,48,3,0.500000,3838,0.866261,0.802172,0.064090
weighted_inv,l1,7,48,3,0.500000,3839,0.838974,0.789253,0.049721
weighted_inv,l1,7,48,3,0.500000,3840,0.807749,0.808919,0.001170
weighted_inv,l1,7,48,3,0.500000,3841,0.773256,0.783008,0.009752
weighted_inv,l1,7,48,3,0.500000,3842,0.736357,0.700961,0.035396
weighted_inv,l1,7,48,3,0.500000,3843,0.697915,0.599882,0.098033
weighted_inv,l1,7,48,3,0.500000,3844,0.658793,0.569258,0.089536
weighted_inv,l1,7,48,3,0.500000,3845,0.619854,0.542189,0.077666
