mode,metric,k,l,d,alpha,index,real,pred,error
weighted_inv,l2,5,48,3,0.500000,4007,0.335530,0.337885,0.002355
weighted_inv,l2,5,48,3,0.500000,4008,0.331488,0.333540,0.002052
weighted_inv,l2,5,48,3,0.500000,4009,0.327309,0.329186,0.001877
weighted_inv,l2,5,48,3,0.500000,4010,0.323127,0.324569,0.001442
weighted_inv,l2,5,48,3,0.500000,4011,0.319095,0.320627,0.001532
weighted_inv,l2,5,48,3,0.500000,4012,0.315367,0.317162,0.001795
weighted_inv,l2,5,48,3,0.500000,4013,0.312098,0.314795,0.002697
weighted_inv,l2,5,48,3,0.500000,4014,0.309439,0.312579,0.003139
weighted_inv,l2,5,48,3,0.500000,4015,0.307546,0.312182,0.004636
weighted_inv,l2,5,48,3,0.500000,4016,0.306573,0.313510,0.006938
weighted_inv,l2,5,48,3,0.500000,4017,0.306672,0.322841,0.016169
weighted_inv,l2,5,48,3,0.500000,4018,0.307998,0.334843,0.026845
weighted_inv,l2,5,48,3,0.500000,4019,0.310730,0.352328,0.041598
weighted_inv,l2,5,48,3,0.500000,4020,0.315151,0.366801,0.051650
weighted_inv,l2,5,48,3,0.500000,4021,0.321568,0.384350,0.062782
weighted_inv,l2,5,48,3,0.500000,4022,0.330291,0.405324,0.075034
weighted_inv,l2,5,48,3,0.500000,4023,0.341626,0.430482,0.088857
weighted_inv,l2,5,48,3,0.500000,4024,0.355882,0.458075,0.102194
weighted_inv,l2,5,48,3,0.500000,4025,0.373367,0.488411,0.115044
weighted_inv,l2,5,48,3,0.500000,4026,0.394388,0.520884,0.126495
weighted_inv,l2,5,48,3,0.500000,4027,0.419255,0.554879,0.135623
weighted_inv,l2,5,48,3,0.500000,4028,0.448276,0.589809,0.141534
weighted_inv,l2,5,48,3,0.500000,4029,0.481557,0.617880,0.136323
weighted_inv,l2,5,48,3,0.500000,4030,0.518408,0.654189,0.135780
weighted_inv,l2,5,48,3,0.500000,4031,0.557938,0.680036,0.122098
weighted_inv,l2,5,48,3,0.500000,4032,0.599253,0.712929,0.113676
weighted_inv,l2,5,48,3,0.500000,4033,0.641464,0.741956,0.100492
weighted_inv,l2,5,48,3,0.500000,4034,0.683679,0.770355,0.086677
weighted_inv,l2,5,48,3,0.500000,4035,0.725005,0.796320,0.071314
weighted_inv,l2,5,48,3,0.500000,4036,0.764552,0.820516,0.055964
weighted_inv,l2,5,48,3,0.500000,4037,0.801427,0.843206,0.041778
weighted_inv,l2,5,48,3,0.500000,4038,0.834740,0.864144,0.029403
weighted_inv,l2,5,48,3,0.500000,4039,0.863802,0.885685,0.021882
weighted_inv,l2,5,48,3,0.500000,4040,0.888737,0.903937,0.015200
weighted_inv,l2,5,48,3,0.500000,4041,0.909872,0.920791,0.010920
weighted_inv,l2,5,48,3,0.500000,4042,0.927534,0.934838,0.007304
weighted_inv,l2,5,48,3,0.500000,4043,0.942050,0.946263,0.004213
weighted_inv,l2,5,48,3,0.500000,4044,0.953748,0.945558,0.008190
weighted_inv,l2,5,48,3,0.500000,4045,0.962955,0.955209,0.007746
weighted_inv,l2,5,48,3,0.500000,4046,0.969998,0.961184,0.008813
weighted_inv,l2,5,48,3,0.500000,4047,0.975203,0.966303,0.008900
weighted_inv,l2,5,48,3,0.500000,4048,0.978899,0.971790,0.007110
weighted_inv,l2,5,48,3,0.500000,4049,0.981382,0.974726,0.006656
weighted_inv,l2,5,48,3,0.500000,4050,0.982825,0.976025,0.006800
weighted_inv,l2,5,48,3,0.500000,4051,0.983372,0.976409,0.006963
weighted_inv,l2,5,48,3,0.500000,4052,0.983167,0.976518,0.006649
weighted_inv,l2,5,48,3,0.500000,4053,0.982353,0.976768,0.005585
weighted_inv,l2,5,48,3,0.500000,4054,0.981072,0.975644,0.005428
weighted_inv,l2,5,48,3,0.500000,4055,0.979470,0.975314,0.004155
weighted_inv,l2,5,48,3,0.500000,4056,0.977688,0.974979,0.002709
weighted_inv,l2,5,48,3,0.500000,4057,0.975870,0.974694,0.001176
weighted_inv,l2,5,48,3,0.500000,4058,0.974160,0.974375,0.000215
weighted_inv,l2,5,48,3,0.500000,4059,0.972677,0.973923,0.001246
weighted_inv,l2,5,48,3,0.500000,4060,0.971445,0.973942,0.002497
weighted_inv,l2,5,48,3,0.500000,4061,0.970466,0.974168,0.003702
weighted_inv,l2,5,48,3,0.500000,4062,0.969740,0.974626,0.004886
weighted_inv,l2,5,48,3,0.500000,4063,0.969267,0.975334,0.006067
weighted_inv,l2,5,48,3,0.500000,4064,0.969049,0.976093,0.007044
weighted_inv,l2,5,48,3,0.500000,4065,0.969085,0.978206,0.009121
weighted_inv,l2,5,48,3,0.500000,4066,0.969377,0.978754,0.009377
weighted_inv,l2,5,48,3,0.500000,4067,0.969926,0.979064,0.009139
weighted_inv,l2,5,48,3,0.500000,4068,0.970731,0.978222,0.007491
weighted_inv,l2,5,48,3,0.500000,4069,0.971775,0.977766,0.005991
weighted_inv,l2,5,48,3,0.500000,4070,0.972961,0.976321,0.003361
weighted_inv,l2,5,48,3,0.500000,4071,0.974174,0.974537,0.000363
weighted_inv,l2,5,48,3,0.500000,4072,0.975298,0.970639,0.004659
weighted_inv,l2,5,48,3,0.500000,4073,0.976219,0.963359,0.012860
weighted_inv,l2,5,48,3,0.500000,4074,0.976821,0.956327,0.020494
weighted_inv,l2,5,48,3,0.500000,4075,0.976989,0.947507,0.029482
weighted_inv,l2,5,48,3,0.500000,4076,0.976607,0.934816,0.041791
weighted_inv,l2,5,48,3,0.500000,4077,0.975560,0.917135,0.058426
weighted_inv,l2,5,48,3,0.500000,4078,0.973733,0.899809,0.073925
weighted_inv,l2,5,48,3,0.500000,4079,0.970986,0.881523,0.089462
weighted_inv,l2,5,48,3,0.500000,4080,0.967074,0.858084,0.108990
weighted_inv,l2,5,48,3,0.500000,4081,0.961732,0.833502,0.128230
weighted_inv,l2,5,48,3,0.500000,4082,0.954691,0.806891,0.147799
weighted_inv,l2,5,48,3,0.500000,4083,0.945682,0.778718,0.166965
weighted_inv,l2,5,48,3,0.500000,4084,0.934439,0.749435,0.185005
weighted_inv,l2,5,48,3,0.500000,4085,0.920694,0.719504,0.201190
weighted_inv,l2,5,48,3,0.500000,4086,0.904178,0.689405,0.214773
weighted_inv,l2,5,48,3,0.500000,4087,0.884624,0.659645,0.224979
weighted_inv,l2,5,48,3,0.500000,4088,0.861763,0.630752,0.231012
weighted_inv,l2,5,48,3,0.500000,4089,0.835486,0.603247,0.232238
weighted_inv,l2,5,48,3,0.500000,4090,0.806307,0.577539,0.228769
weighted_inv,l2,5,48,3,0.500000,4091,0.774900,0.553932,0.220969
weighted_inv,l2,5,48,3,0.500000,4092,0.741938,0.532449,0.209490
weighted_inv,l2,5,48,3,0.500000,4093,0.708094,0.513032,0.195062
weighted_inv,l2,5,48,3,0.500000,4094,0.674040,0.495124,0.178915
weighted_inv,l2,5,48,3,0.500000,4095,0.640449,0.479396,0.161053
weighted_inv,l2,5,48,3,0.500000,4096,0.607994,0.465856,0.142138
weighted_inv,l2,5,48,3,0.500000,4097,0.577349,0.454007,0.123342
weighted_inv,l2,5,48,3,0.500000,4098,0.549186,0.443748,0.105438
weighted_inv,l2,5,48,3,0.500000,4099,0.524026,0.441052,0.082974
weighted_inv,l2,5,48,3,0.500000,4100,0.501787,0.431171,0.070616
weighted_inv,l2,5,48,3,0.500000,4101,0.482234,0.423598,0.058636
weighted_inv,l2,5,48,3,0.500000,4102,0.465134,0.417511,0.047623
weighted_inv,l2,5,48,3,0.500000,4103,0.450251,0.409198,0.041054
weighted_inv,l2,5,48,3,0.500000,4104,0.437353,0.405270,0.032083
weighted_inv,l2,5,48,3,0.500000,4105,0.426204,0.397711,0.028493
weighted_inv,l2,5,48,3,0.500000,4106,0.416570,0.395362,0.021209
weighted_inv,l2,5,48,3,0.500000,4107,0.408218,0.393141,0.015077
weighted_inv,l2,5,48,3,0.500000,4108,0.400913,0.389719,0.011193
weighted_inv,l2,5,48,3,0.500000,4109,0.394442,0.387145,0.007298
weighted_inv,l2,5,48,3,0.500000,4110,0.388684,0.384371,0.004314
weighted_inv,l2,5,48,3,0.500000,4111,0.383539,0.381682,0.001856
weighted_inv,l2,5,48,3,0.500000,4112,0.378905,0.377802,0.001103
weighted_inv,l2,5,48,3,0.500000,4113,0.374682,0.372080,0.002602
weighted_inv,l2,5,48,3,0.500000,4114,0.370770,0.368461,0.002310
weighted_inv,l2,5,48,3,0.500000,4115,0.367069,0.366935,0.000134
weighted_inv,l2,5,48,3,0.500000,4116,0.363478,0.364400,0.000922
weighted_inv,l2,5,48,3,0.500000,4117,0.359897,0.363793,0.003896
weighted_inv,l2,5,48,3,0.500000,4118,0.356226,0.359943,0.003718
weighted_inv,l2,5,48,3,0.500000,4119,0.352404,0.357383,0.004979
weighted_inv,l2,5,48,3,0.500000,4120,0.348533,0.354835,0.006303
weighted_inv,l2,5,48,3,0.500000,4121,0.344753,0.351534,0.006780
weighted_inv,l2,5,48,3,0.500000,4122,0.341207,0.349059,0.007852
weighted_inv,l2,5,48,3,0.500000,4123,0.338035,0.345858,0.007822
weighted_inv,l2,5,48,3,0.500000,4124,0.335379,0.343572,0.008193
weighted_inv,l2,5,48,3,0.500000,4125,0.333381,0.343911,0.010530
weighted_inv,l2,5,48,3,0.500000,4126,0.332180,0.342172,0.009991
weighted_inv,l2,5,48,3,0.500000,4127,0.331920,0.343464,0.011544
weighted_inv,l2,5,48,3,0.500000,4128,0.332741,0.345664,0.012923
weighted_inv,l2,5,48,3,0.500000,4129,0.334815,0.348291,0.013476
weighted_inv,l2,5,48,3,0.500000,4130,0.338436,0.351714,0.013279
weighted_inv,l2,5,48,3,0.500000,4131,0.343928,0.358031,0.014103
weighted_inv,l2,5,48,3,0.500000,4132,0.351615,0.357580,0.005965
weighted_inv,l2,5,48,3,0.500000,4133,0.361823,0.368014,0.006191
weighted_inv,l2,5,48,3,0.500000,4134,0.374875,0.381287,0.006412
weighted_inv,l2,5,48,3,0.500000,4135,0.391096,0.404109,0.013013
weighted_inv,l2,5,48,3,0.500000,4136,0.410810,0.426967,0.016157
weighted_inv,l2,5,48,3,0.500000,4137,0.434342,0.442408,0.008066
weighted_inv,l2,5,48,3,0.500000,4138,0.462015,0.465175,0.003159
weighted_inv,l2,5,48,3,0.500000,4139,0.493955,0.494882,0.000927
weighted_inv,l2,5,48,3,0.500000,4140,0.529481,0.518995,0.010486
weighted_inv,l2,5,48,3,0.500000,4141,0.567716,0.543538,0.024178
weighted_inv,l2,5,48,3,0.500000,4142,0.607781,0.566298,0.041483
weighted_inv,l2,5,48,3,0.500000,4143,0.648796,0.603928,0.044867
weighted_inv,l2,5,48,3,0.500000,4144,0.689882,0.632515,0.057367
weighted_inv,l2,5,48,3,0.500000,4145,0.730161,0.661789,0.068372
weighted_inv,l2,5,48,3,0.500000,4146,0.768753,0.695232,0.073522
weighted_inv,l2,5,48,3,0.500000,4147,0.804780,0.724701,0.080080
weighted_inv,l2,5,48,3,0.500000,4148,0.837363,0.762138,0.075225
weighted_inv,l2,5,48,3,0.500000,4149,0.865821,0.790210,0.075611
weighted_inv,l2,5,48,3,0.500000,4150,0.890271,0.816571,0.073700
weighted_inv,l2,5,48,3,0.500000,4151,0.911028,0.840742,0.070286
weighted_inv,l2,5,48,3,0.500000,4152,0.928407,0.862431,0.065976
weighted_inv,l2,5,48,3,0.500000,4153,0.942724,0.883148,0.059576
weighted_inv,l2,5,48,3,0.500000,4154,0.954293,0.901544,0.052748
weighted_inv,l2,5,48,3,0.500000,4155,0.963430,0.918207,0.045223
weighted_inv,l2,5,48,3,0.500000,4156,0.970451,0.931604,0.038847
weighted_inv,l2,5,48,3,0.500000,4157,0.975670,0.942777,0.032892
weighted_inv,l2,5,48,3,0.500000,4158,0.979402,0.951777,0.027625
weighted_inv,l2,5,48,3,0.500000,4159,0.981933,0.958935,0.022997
weighted_inv,l2,5,48,3,0.500000,4160,0.983423,0.965327,0.018096
weighted_inv,l2,5,48,3,0.500000,4161,0.984003,0.969517,0.014486
weighted_inv,l2,5,48,3,0.500000,4162,0.983805,0.972294,0.011511
weighted_inv,l2,5,48,3,0.500000,4163,0.982959,0.974068,0.008891
weighted_inv,l2,5,48,3,0.500000,4164,0.981595,0.975015,0.006581
weighted_inv,l2,5,48,3,0.500000,4165,0.979845,0.975618,0.004227
weighted_inv,l2,5,48,3,0.500000,4166,0.977840,0.974841,0.002999
weighted_inv,l2,5,48,3,0.500000,4167,0.975709,0.973588,0.002121
weighted_inv,l2,5,48,3,0.500000,4168,0.973584,0.972212,0.001373
weighted_inv,l2,5,48,3,0.500000,4169,0.971575,0.970878,0.000696
weighted_inv,l2,5,48,3,0.500000,4170,0.969701,0.969676,0.000025
weighted_inv,l2,5,48,3,0.500000,4171,0.967963,0.969987,0.002024
weighted_inv,l2,5,48,3,0.500000,4172,0.966361,0.968635,0.002275
weighted_inv,l2,5,48,3,0.500000,4173,0.964893,0.967330,0.002437
weighted_inv,l2,5,48,3,0.500000,4174,0.963560,0.966218,0.002658
weighted_inv,l2,5,48,3,0.500000,4175,0.962361,0.965011,0.002650
weighted_inv,l2,5,48,3,0.500000,4176,0.961295,0.963929,0.002634
weighted_inv,l2,5,48,3,0.500000,4177,0.960362,0.962979,0.002617
weighted_inv,l2,5,48,3,0.500000,4178,0.959561,0.962164,0.002603
weighted_inv,l2,5,48,3,0.500000,4179,0.958893,0.961528,0.002635
weighted_inv,l2,5,48,3,0.500000,4180,0.958354,0.960980,0.002625
weighted_inv,l2,5,48,3,0.500000,4181,0.957943,0.960674,0.002730
weighted_inv,l2,5,48,3,0.500000,4182,0.957658,0.960680,0.003021
weighted_inv,l2,5,48,3,0.500000,4183,0.957497,0.960651,0.003154
weighted_inv,l2,5,48,3,0.500000,4184,0.957457,0.960835,0.003378
weighted_inv,l2,5,48,3,0.500000,4185,0.957536,0.961252,0.003715
weighted_inv,l2,5,48,3,0.500000,4186,0.957733,0.961979,0.004246
weighted_inv,l2,5,48,3,0.500000,4187,0.958045,0.962733,0.004688
weighted_inv,l2,5,48,3,0.500000,4188,0.958469,0.964025,0.005555
weighted_inv,l2,5,48,3,0.500000,4189,0.959006,0.965325,0.006319
weighted_inv,l2,5,48,3,0.500000,4190,0.959655,0.966888,0.007233
weighted_inv,l2,5,48,3,0.500000,4191,0.960419,0.968303,0.007883
weighted_inv,l2,5,48,3,0.500000,4192,0.961301,0.969901,0.008600
weighted_inv,l2,5,48,3,0.500000,4193,0.962302,0.971951,0.009649
weighted_inv,l2,5,48,3,0.500000,4194,0.963425,0.973627,0.010202
weighted_inv,l2,5,48,3,0.500000,4195,0.964671,0.974443,0.009771
weighted_inv,l2,5,48,3,0.500000,4196,0.966043,0.975113,0.009070
weighted_inv,l2,5,48,3,0.500000,4197,0.967543,0.975357,0.007814
weighted_inv,l2,5,48,3,0.500000,4198,0.969173,0.974931,0.005758
weighted_inv,l2,5,48,3,0.500000,4199,0.970918,0.974156,0.003238
weighted_inv,l2,5,48,3,0.500000,4200,0.972695,0.972746,0.000051
weighted_inv,l2,5,48,3,0.500000,4201,0.974403,0.969574,0.004828
weighted_inv,l2,5,48,3,0.500000,4202,0.975940,0.966254,0.009687
weighted_inv,l2,5,48,3,0.500000,4203,0.977208,0.964641,0.012567
weighted_inv,l2,5,48,3,0.500000,4204,0.978105,0.958784,0.019321
weighted_inv,l2,5,48,3,0.500000,4205,0.978530,0.953284,0.025246
weighted_inv,l2,5,48,3,0.500000,4206,0.978384,0.946040,0.032344
weighted_inv,l2,5,48,3,0.500000,4207,0.977564,0.933234,0.044330
weighted_inv,l2,5,48,3,0.500000,4208,0.975972,0.914860,0.061111
weighted_inv,l2,5,48,3,0.500000,4209,0.973476,0.897006,0.076470
weighted_inv,l2,5,48,3,0.500000,4210,0.969832,0.872570,0.097262
weighted_inv,l2,5,48,3,0.500000,4211,0.964764,0.847073,0.117691
weighted_inv,l2,5,48,3,0.500000,4212,0.957998,0.817879,0.140120
weighted_inv,l2,5,48,3,0.500000,4213,0.949259,0.788723,0.160536
weighted_inv,l2,5,48,3,0.500000,4214,0.938272,0.758161,0.180112
weighted_inv,l2,5,48,3,0.500000,4215,0.924763,0.726750,0.198013
weighted_inv,l2,5,48,3,0.500000,4216,0.908456,0.695039,0.213417
weighted_inv,l2,5,48,3,0.500000,4217,0.889077,0.663589,0.225489
weighted_inv,l2,5,48,3,0.500000,4218,0.866351,0.632982,0.233369
weighted_inv,l2,5,48,3,0.500000,4219,0.840163,0.603820,0.236343
weighted_inv,l2,5,48,3,0.500000,4220,0.811034,0.576665,0.234369
weighted_inv,l2,5,48,3,0.500000,4221,0.779648,0.551868,0.227780
weighted_inv,l2,5,48,3,0.500000,4222,0.746686,0.529647,0.217038
weighted_inv,l2,5,48,3,0.500000,4223,0.712829,0.509916,0.202913
weighted_inv,l2,5,48,3,0.500000,4224,0.678760,0.492508,0.186253
weighted_inv,l2,5,48,3,0.500000,4225,0.645162,0.477140,0.168021
weighted_inv,l2,5,48,3,0.500000,4226,0.612714,0.463638,0.149077
weighted_inv,l2,5,48,3,0.500000,4227,0.582100,0.452190,0.129910
weighted_inv,l2,5,48,3,0.500000,4228,0.554002,0.442336,0.111666
weighted_inv,l2,5,48,3,0.500000,4229,0.528950,0.433897,0.095053
weighted_inv,l2,5,48,3,0.500000,4230,0.506867,0.434673,0.072194
weighted_inv,l2,5,48,3,0.500000,4231,0.487526,0.425952,0.061574
weighted_inv,l2,5,48,3,0.500000,4232,0.470700,0.418962,0.051738
weighted_inv,l2,5,48,3,0.500000,4233,0.456161,0.413651,0.042510
weighted_inv,l2,5,48,3,0.500000,4234,0.443680,0.406967,0.036713
weighted_inv,l2,5,48,3,0.500000,4235,0.433032,0.403454,0.029577
weighted_inv,l2,5,48,3,0.500000,4236,0.423987,0.399386,0.024601
weighted_inv,l2,5,48,3,0.500000,4237,0.416318,0.396817,0.019501
weighted_inv,l2,5,48,3,0.500000,4238,0.409797,0.394402,0.015396
weighted_inv,l2,5,48,3,0.500000,4239,0.404217,0.390429,0.013788
weighted_inv,l2,5,48,3,0.500000,4240,0.399445,0.388018,0.011427
weighted_inv,l2,5,48,3,0.500000,4241,0.395368,0.385249,0.010119
weighted_inv,l2,5,48,3,0.500000,4242,0.391874,0.379301,0.012573
weighted_inv,l2,5,48,3,0.500000,4243,0.388850,0.375970,0.012880
weighted_inv,l2,5,48,3,0.500000,4244,0.386184,0.372481,0.013703
weighted_inv,l2,5,48,3,0.500000,4245,0.383762,0.369099,0.014663
weighted_inv,l2,5,48,3,0.500000,4246,0.381472,0.367981,0.013491
weighted_inv,l2,5,48,3,0.500000,4247,0.379202,0.364853,0.014349
weighted_inv,l2,5,48,3,0.500000,4248,0.376838,0.364333,0.012505
weighted_inv,l2,5,48,3,0.500000,4249,0.374288,0.360268,0.014020
weighted_inv,l2,5,48,3,0.500000,4250,0.371532,0.357984,0.013548
weighted_inv,l2,5,48,3,0.500000,4251,0.368574,0.354740,0.013834
weighted_inv,l2,5,48,3,0.500000,4252,0.365414,0.351232,0.014182
weighted_inv,l2,5,48,3,0.500000,4253,0.362054,0.348177,0.013876
weighted_inv,l2,5,48,3,0.500000,4254,0.358494,0.345137,0.013357
weighted_inv,l2,5,48,3,0.500000,4255,0.354738,0.342191,0.012547
weighted_inv,l2,5,48,3,0.500000,4256,0.350785,0.340391,0.010395
weighted_inv,l2,5,48,3,0.500000,4257,0.346639,0.339516,0.007123
weighted_inv,l2,5,48,3,0.500000,4258,0.342299,0.334689,0.007610
weighted_inv,l2,5,48,3,0.500000,4259,0.337793,0.333894,0.003900
weighted_inv,l2,5,48,3,0.500000,4260,0.333253,0.329525,0.003728
weighted_inv,l2,5,48,3,0.500000,4261,0.328833,0.328726,0.000108
weighted_inv,l2,5,48,3,0.500000,4262,0.324692,0.322475,0.002217
weighted_inv,l2,5,48,3,0.500000,4263,0.320986,0.322901,0.001915
weighted_inv,l2,5,48,3,0.500000,4264,0.317870,0.323493,0.005622
weighted_inv,l2,5,48,3,0.500000,4265,0.315502,0.325232,0.009729
weighted_inv,l2,5,48,3,0.500000,4266,0.314039,0.327994,0.013955
weighted_inv,l2,5,48,3,0.500000,4267,0.313635,0.326184,0.012548
weighted_inv,l2,5,48,3,0.500000,4268,0.314449,0.330760,0.016311
weighted_inv,l2,5,48,3,0.500000,4269,0.316663,0.335966,0.019303
weighted_inv,l2,5,48,3,0.500000,4270,0.320563,0.344798,0.024235
weighted_inv,l2,5,48,3,0.500000,4271,0.326463,0.354812,0.028350
weighted_inv,l2,5,48,3,0.500000,4272,0.334674,0.369015,0.034341
weighted_inv,l2,5,48,3,0.500000,4273,0.345511,0.386400,0.040889
weighted_inv,l2,5,48,3,0.500000,4274,0.359286,0.406946,0.047660
weighted_inv,l2,5,48,3,0.500000,4275,0.376312,0.433206,0.056895
weighted_inv,l2,5,48,3,0.500000,4276,0.396901,0.454142,0.057241
weighted_inv,l2,5,48,3,0.500000,4277,0.421367,0.484759,0.063392
weighted_inv,l2,5,48,3,0.500000,4278,0.450022,0.516271,0.066249
weighted_inv,l2,5,48,3,0.500000,4279,0.482979,0.545205,0.062226
weighted_inv,l2,5,48,3,0.500000,4280,0.519543,0.588454,0.068911
weighted_inv,l2,5,48,3,0.500000,4281,0.558822,0.614503,0.055680
weighted_inv,l2,5,48,3,0.500000,4282,0.599922,0.644755,0.044833
weighted_inv,l2,5,48,3,0.500000,4283,0.641948,0.680910,0.038962
weighted_inv,l2,5,48,3,0.500000,4284,0.684008,0.716511,0.032503
weighted_inv,l2,5,48,3,0.500000,4285,0.725205,0.749494,0.024288
weighted_inv,l2,5,48,3,0.500000,4286,0.764648,0.776689,0.012041
weighted_inv,l2,5,48,3,0.500000,4287,0.801442,0.805732,0.004289
weighted_inv,l2,5,48,3,0.500000,4288,0.834693,0.833428,0.001265
weighted_inv,l2,5,48,3,0.500000,4289,0.863711,0.857534,0.006176
weighted_inv,l2,5,48,3,0.500000,4290,0.888616,0.878850,0.009767
weighted_inv,l2,5,48,3,0.500000,4291,0.909736,0.873006,0.036730
weighted_inv,l2,5,48,3,0.500000,4292,0.927395,0.889557,0.037838
weighted_inv,l2,5,48,3,0.500000,4293,0.941918,0.904400,0.037518
weighted_inv,l2,5,48,3,0.500000,4294,0.953631,0.917370,0.036261
weighted_inv,l2,5,48,3,0.500000,4295,0.962858,0.930073,0.032785
weighted_inv,l2,5,48,3,0.500000,4296,0.969925,0.940756,0.029169
weighted_inv,l2,5,48,3,0.500000,4297,0.975158,0.949881,0.025277
weighted_inv,l2,5,48,3,0.500000,4298,0.978882,0.957278,0.021603
weighted_inv,l2,5,48,3,0.500000,4299,0.981391,0.963084,0.018307
weighted_inv,l2,5,48,3,0.500000,4300,0.982859,0.965323,0.017536
weighted_inv,l2,5,48,3,0.500000,4301,0.983429,0.969376,0.014052
weighted_inv,l2,5,48,3,0.500000,4302,0.983243,0.971947,0.011297
weighted_inv,l2,5,48,3,0.500000,4303,0.982446,0.969942,0.012504
weighted_inv,l2,5,48,3,0.500000,4304,0.981180,0.972773,0.008406
weighted_inv,l2,5,48,3,0.500000,4305,0.979587,0.974616,0.004971
weighted_inv,l2,5,48,3,0.500000,4306,0.977811,0.974569,0.003242
weighted_inv,l2,5,48,3,0.500000,4307,0.975996,0.974568,0.001428
weighted_inv,l2,5,48,3,0.500000,4308,0.974283,0.974583,0.000299
weighted_inv,l2,5,48,3,0.500000,4309,0.972793,0.971964,0.000829
weighted_inv,l2,5,72,3,0.500000,3447,0.970043,0.977666,0.007623
weighted_inv,l2,5,72,3,0.500000,3448,0.971529,0.978223,0.006694
weighted_inv,l2,5,72,3,0.500000,3449,0.973192,0.977441,0.004248
weighted_inv,l2,5,72,3,0.500000,3450,0.974923,0.977612,0.002688
weighted_inv,l2,5,72,3,0.500000,3451,0.976593,0.977335,0.000741
weighted_inv,l2,5,72,3,0.500000,3452,0.978072,0.976506,0.001566
weighted_inv,l2,5,72,3,0.500000,3453,0.979231,0.975034,0.004198
weighted_inv,l2,5,72,3,0.500000,3454,0.979940,0.972873,0.007067
weighted_inv,l2,5,72,3,0.500000,3455,0.980070,0.969621,0.010448
weighted_inv,l2,5,72,3,0.500000,3456,0.979490,0.965336,0.014155
weighted_inv,l2,5,72,3,0.500000,3457,0.978073,0.959684,0.018388
weighted_inv,l2,5,72,3,0.500000,3458,0.975687,0.952401,0.023286
weighted_inv,l2,5,72,3,0.500000,3459,0.972176,0.943216,0.028960
weighted_inv,l2,5,72,3,0.500000,3460,0.967266,0.931858,0.035409
weighted_inv,l2,5,72,3,0.500000,3461,0.960657,0.888290,0.072367
weighted_inv,l2,5,72,3,0.500000,3462,0.952048,0.861510,0.090538
weighted_inv,l2,5,72,3,0.500000,3463,0.941137,0.814887,0.126250
weighted_inv,l2,5,72,3,0.500000,3464,0.927624,0.784812,0.142812
weighted_inv,l2,5,72,3,0.500000,3465,0.911207,0.752954,0.158253
weighted_inv,l2,5,72,3,0.500000,3466,0.891586,0.719992,0.171595
weighted_inv,l2,5,72,3,0.500000,3467,0.868460,0.686620,0.181840
weighted_inv,l2,5,72,3,0.500000,3468,0.841528,0.653529,0.187999
weighted_inv,l2,5,72,3,0.500000,3469,0.810682,0.616111,0.194571
weighted_inv,l2,5,72,3,0.500000,3470,0.776589,0.585743,0.190846
weighted_inv,l2,5,72,3,0.500000,3471,0.740110,0.557650,0.182460
weighted_inv,l2,5,72,3,0.500000,3472,0.702106,0.532251,0.169855
weighted_inv,l2,5,72,3,0.500000,3473,0.663438,0.509849,0.153590
weighted_inv,l2,5,72,3,0.500000,3474,0.624966,0.480567,0.144399
weighted_inv,l2,5,72,3,0.500000,3475,0.587552,0.465256,0.122295
weighted_inv,l2,5,72,3,0.500000,3476,0.552055,0.452316,0.099739
weighted_inv,l2,5,72,3,0.500000,3477,0.519336,0.438777,0.080559
weighted_inv,l2,5,72,3,0.500000,3478,0.490257,0.428801,0.061456
weighted_inv,l2,5,72,3,0.500000,3479,0.465468,0.422060,0.043408
weighted_inv,l2,5,72,3,0.500000,3480,0.444783,0.416428,0.028355
weighted_inv,l2,5,72,3,0.500000,3481,0.427804,0.412609,0.015195
weighted_inv,l2,5,72,3,0.500000,3482,0.414134,0.408414,0.005720
weighted_inv,l2,5,72,3,0.500000,3483,0.403378,0.404809,0.001431
weighted_inv,l2,5,72,3,0.500000,3484,0.395137,0.401688,0.006551
weighted_inv,l2,5,72,3,0.500000,3485,0.389016,0.398953,0.009937
weighted_inv,l2,5,72,3,0.500000,3486,0.384617,0.396506,0.011888
weighted_inv,l2,5,72,3,0.500000,3487,0.381545,0.394249,0.012704
weighted_inv,l2,5,72,3,0.500000,3488,0.379401,0.392083,0.012682
weighted_inv,l2,5,72,3,0.500000,3489,0.377839,0.389904,0.012065
weighted_inv,l2,5,72,3,0.500000,3490,0.376713,0.387616,0.010903
weighted_inv,l2,5,72,3,0.500000,3491,0.375924,0.385148,0.009223
weighted_inv,l2,5,72,3,0.500000,3492,0.375378,0.382449,0.007071
weighted_inv,l2,5,72,3,0.500000,3493,0.374975,0.379512,0.004537
weighted_inv,l2,5,72,3,0.500000,3494,0.374620,0.376342,0.001722
weighted_inv,l2,5,72,3,0.500000,3495,0.374215,0.372943,0.001272
weighted_inv,l2,5,72,3,0.500000,3496,0.373664,0.369321,0.004343
weighted_inv,l2,5,72,3,0.500000,3497,0.372870,0.365481,0.007389
weighted_inv,l2,5,72,3,0.500000,3498,0.371735,0.361429,0.010306
weighted_inv,l2,5,72,3,0.500000,3499,0.370182,0.357168,0.013014
weighted_inv,l2,5,72,3,0.500000,3500,0.368216,0.352716,0.015501
weighted_inv,l2,5,72,3,0.500000,3501,0.365859,0.348122,0.017737
